simulation_id,initial_vulnerable_population,simulation_months,prob_solicitud_mensual,prob_reconocimiento_grado,prob_con_derecho,prob_pia,prob_prestacion_efectiva,prob_lista_espera,prob_grado_I,prob_grado_II,prob_grado_III,prob_teleasistencia,prob_ayuda_domicilio,prob_atencion_residencial,prob_cuidados_familiares,target_rate_prestacion_efectiva,target_rate_lista_espera,target_rate_sin_grado,target_final_prestacion_efectiva,target_final_lista_espera,target_final_sin_grado,target_month_prestacion_effectiva_exceeds_no_solicitantes
84,6387,60,0.0355080371753985,0.1828103002118851,0.7961876224475892,0.2263856830575436,0.6960584387424087,0.3039415612575913,0.37727928675482414,0.3659305958655018,0.256790117379674,0.3166624972437567,0.19324955617856482,0.11211256888456117,0.3779753776931173,0.4397995929231251,0.20322530139345546,0.17441678409268827,2809,1298,1114,35
85,6387,60,0.031812030564148386,0.1844605040915153,0.8134891815159303,0.2023151319402228,0.6341770599599883,0.3658229400400117,0.38776252182473386,0.36232650431523844,0.2499109738600277,0.30082555261223465,0.2156747305813258,0.09817910467082448,0.385320612135615,0.39940504149052763,0.2379834037889463,0.15891654924064505,2551,1520,1015,38
86,6387,60,0.03808023863245592,0.1705193329647471,0.8050491798179527,0.20389785481438566,0.6340285186315404,0.3659714813684596,0.34611749039956563,0.3957286645563904,0.2581538450440441,0.32220453685260764,0.2215951805144007,0.1105038536792737,0.34569642895371794,0.43839048066384845,0.23751369970252076,0.16627524659464538,2800,1517,1062,33
87,6387,60,0.03560268437919171,0.19015304531703447,0.7665415158347585,0.23691225141396305,0.7543708035146212,0.24562919648537884,0.381549278511563,0.3716763860237026,0.2467743354647344,0.3353333352534189,0.19820233066536608,0.11158240519296779,0.3548819288882472,0.4745576953186159,0.15437607640519807,0.20948802254579615,3031,986,1338,33
88,6387,60,0.03513844559325465,0.17183958071651004,0.8418818998656733,0.23309987422351974,0.7206142980176427,0.27938570198235735,0.34875700337309756,0.3786217230749997,0.27262127355190285,0.3214786360053858,0.20645972691800368,0.10351445174951303,0.36854718532709746,0.4992954438703617,0.19383121966494443,0.13151714419915453,3189,1238,840,33
89,6387,60,0.03370804632162412,0.18971525944983927,0.7369499807673354,0.21062025088628075,0.684666285582455,0.315333714417545,0.3816389748549899,0.3551446784575571,0.263216346687453,0.2921846140664696,0.20231486388777442,0.11579114601152905,0.38970937603422695,0.4114607797087835,0.1845937059652419,0.22686707374354156,2628,1179,1449,36
90,6387,60,0.034387001790779956,0.17667799563885492,0.8670959146781838,0.23751600547005278,0.6729941583957709,0.3270058416042291,0.3589690485506881,0.3794006052611872,0.26163034618812464,0.2765002725217671,0.22832250088539924,0.10198235305141146,0.39319487354142213,0.466103021762956,0.23031157037732894,0.11210270862689839,2977,1471,716,35
91,6387,60,0.034956828553091006,0.17936474087539186,0.8464045572782185,0.23356466539172796,0.6774152905005926,0.32258470949940743,0.3564243820275474,0.3746977399701343,0.2688778780023182,0.3172446191373049,0.2081220374966983,0.10968516059277816,0.3649481827732186,0.4830123688742759,0.21935180836073273,0.1302645999686864,3085,1401,832,33
92,6387,60,0.034888831292554,0.16915565587676298,0.880930398620903,0.23808584779302183,0.7344554851154624,0.26554451488453756,0.38471669117848384,0.33804884831225385,0.27723446050926237,0.29822230567364666,0.21557419844097792,0.1131923038154957,0.3730111920698797,0.5304524816032566,0.1944574917801785,0.09628933771723815,3388,1242,615,33
93,6387,60,0.03618674525331769,0.18451687368123768,0.8164968262021968,0.2194673334131612,0.744926316878301,0.255073683121699,0.3475432880795318,0.3725834734447661,0.27987323847570206,0.28468500275741965,0.21428758553527924,0.10430200169840956,0.39672541000889155,0.49475497103491467,0.176452168467199,0.16267418193204947,3160,1127,1039,32
94,6387,60,0.035530013456955015,0.18101136689026204,0.792462247229975,0.23162956312948865,0.6891767222982675,0.31082327770173246,0.349326767954178,0.40059212701387076,0.2500811050319512,0.3362735044946412,0.2171789519765107,0.09768338986669124,0.34886415366215684,0.45185533114138093,0.19931110067324254,0.18036636918741192,2886,1273,1152,35
95,6387,60,0.0320065660198863,0.17676342433484846,0.8819545176615877,0.2081605792454427,0.6788288493559744,0.32117115064402557,0.3650011550403956,0.38365274639998453,0.2513460985596197,0.33113379649831337,0.22071458338472444,0.10683612884679275,0.34131549127016947,0.4745576953186159,0.2154376076405198,0.09816815406294034,3031,1376,627,36
96,6387,60,0.03285405434424669,0.17820382626420878,0.8350332175000806,0.20716294809417282,0.7507469373774441,0.24925306262255587,0.36047030975236116,0.3653507943479976,0.2741788958996413,0.28578284717489777,0.21001384394819156,0.1126819421301665,0.39152136674674415,0.49788633161108503,0.17144199154532644,0.13903240958196336,3180,1095,888,34
97,6387,60,0.0315105712094612,0.1870195420547048,0.8094376694276718,0.23721080770014938,0.7616432821812283,0.23835671781877166,0.36111270368802123,0.38067711882064315,0.25821017749133546,0.3058334779399203,0.22358602615975243,0.11221645949472195,0.3583640364056053,0.4880225457961484,0.15531548457804917,0.15453264443400658,3117,992,987,34
98,6387,60,0.03690113657788832,0.16542044816231052,0.7657506514194861,0.2213954785183006,0.6374387630456655,0.3625612369543345,0.39193626066715714,0.3509444011071664,0.2571193382256764,0.30237737209028476,0.2113848226054576,0.09953709148889131,0.3867007138153663,0.4181932049475497,0.22498825739783937,0.20494754971034915,2671,1437,1309,34
99,6387,60,0.03512124629654707,0.16308675185510846,0.8488390698729977,0.20580412466257694,0.7276854284459577,0.27231457155404226,0.3426339234569261,0.37593208569480135,0.28143399084827264,0.316574945151448,0.2247721995664587,0.10513823699578796,0.35351461828630537,0.49788633161108503,0.1919524033192422,0.1276029434789416,3180,1226,815,34
100,6387,60,0.03557811907568225,0.18648684489006184,0.8011203460288122,0.21938548750104966,0.6783461596824286,0.3216538403175714,0.39147394370646443,0.36197882317802244,0.24654723311551316,0.2898283642378576,0.2139277307744049,0.11678375745104526,0.37946014753669227,0.45091592296852984,0.21058399874745576,0.1700328792860498,2880,1345,1086,34
